index,NOMBRE_DE_POZO,NOMBRE_DEL_ELEMENTO_GEOLOGICO,MNEMONICO_DEL_ELEMENTO_GEOLOGICO,TIPO_UNIDAD_ESTRATIGRAFICA,CIMA_(md),BASE_(md),"NIVEL_DE_REFERENCIA
"
1149,MOLOACAN-821,ANHIDRITA,ANHI,FMN,1444,1449,MR
1150,MOLOACAN-822,FILISOLA,FLSL,FMN,0,283,MR
1151,MOLOACAN-822,CONCEPCION SUPERIOR,CNSR,FMN,283,385,MR
1152,MOLOACAN-822,CONCEPCION INFERIOR,CNIR,FMN,385,495,MR
1153,MOLOACAN-822,ENCANTO,ENCT,FMN,495,950,MR
1154,MOLOACAN-826,FILISOLA,FLSL,FMN,0,350,MR
1155,MOLOACAN-826,CONCEPCION SUPERIOR,CNSR,FMN,350,465,MR
1156,MOLOACAN-826,CONCEPCION INFERIOR,CNIR,FMN,465,565,MR
1157,MOLOACAN-826,ENCANTO,ENCT,FMN,565,1050,MR
1158,MOLOACAN-831,FILISOLA,FLSL,FMN,0,250,MR
1159,MOLOACAN-831,CONCEPCION INFERIOR,CNIR,FMN,250,370,MR
1160,MOLOACAN-831,ENCANTO,ENCT,FMN,370,800,MR
1161,MOLOACAN-832,FILISOLA,FLSL,FMN,0,292,MR
1162,MOLOACAN-832,CONCEPCION INFERIOR,CNIR,FMN,292,415,MR
1163,MOLOACAN-832,ENCANTO,ENCT,FMN,415,825,MR
1164,MOLOACAN-836,FILISOLA,FLSL,FMN,0,250,MR
1165,MOLOACAN-836,CONCEPCION SUPERIOR,CNSR,FMN,250,360,MR
1166,MOLOACAN-836,CONCEPCION INFERIOR,CNIR,FMN,360,475,MR
1167,MOLOACAN-836,ENCANTO,ENCT,FMN,475,1000,MR
1168,MOLOACAN-842,FILISOLA,FLSL,FMN,0,295,MR
1169,MOLOACAN-842,CONCEPCION SUPERIOR,CNSR,FMN,295,421,MR
1170,MOLOACAN-842,CONCEPCION INFERIOR,CNIR,FMN,421,530,MR
1171,MOLOACAN-842,ENCANTO,ENCT,FMN,530,1028,MR
1172,MOLOACAN-842,OLIGOCENO,OLGN,FMN,1028,1287,MR
1173,MOLOACAN-842,ANHIDRITA,ANHI,FMN,1287,1294,MR
1174,MOLOACAN-844,FILISOLA,FLSL,FMN,0,337,MR
1175,MOLOACAN-844,CONCEPCION SUPERIOR,CNSR,FMN,337,445,MR
1176,MOLOACAN-844,CONCEPCION INFERIOR,CNIR,FMN,445,550,MR
1177,MOLOACAN-844,ENCANTO,ENCT,FMN,550,1050,MR
1178,MOLOACAN-847,FILISOLA,FLSL,FMN,0,270,MR
1179,MOLOACAN-847,CONCEPCION SUPERIOR,CNSR,FMN,270,390,MR
1180,MOLOACAN-847,CONCEPCION INFERIOR,CNIR,FMN,390,495,MR
1181,MOLOACAN-847,ENCANTO,ENCT,FMN,495,1045,MR
1182,MOLOACAN-847,OLIGOCENO,OLGN,FMN,1045,1375,MR
1183,MOLOACAN-851,FILISOLA,FLSL,FMN,0,240,MR
1184,MOLOACAN-851,CONCEPCION INFERIOR,CNIR,FMN,240,350,MR
1185,MOLOACAN-851,ENCANTO,ENCT,FMN,350,800,MR
1186,MOLOACAN-856,FILISOLA,FLSL,FMN,0,227,MR
1187,MOLOACAN-856,CONCEPCION SUPERIOR,CNSR,FMN,227,335,MR
1188,MOLOACAN-856,CONCEPCION INFERIOR,CNIR,FMN,335,445,MR
1189,MOLOACAN-856,ENCANTO,ENCT,FMN,445,1005,MR
1190,MOLOACAN-856,OLIGOCENO,OLGN,FMN,1005,1098,MR
1191,MOLOACAN-856,ANHIDRITA,ANHI,FMN,1098,1130,MR
1192,MOLOACAN-857,CONCEPCION SUPERIOR,CNSR,FMN,0,137,MR
1193,MOLOACAN-857,CONCEPCION INFERIOR,CNIR,FMN,137,300,MR
1194,MOLOACAN-857,ENCANTO,ENCT,FMN,300,800,MR
1195,MOLOACAN-861,FILISOLA,FLSL,FMN,0,300,MR
1196,MOLOACAN-861,CONCEPCION SUPERIOR,CNSR,FMN,300,433,MR
1197,MOLOACAN-861,CONCEPCION INFERIOR,CNIR,FMN,433,551,MR
1198,MOLOACAN-861,ENCANTO,ENCT,FMN,551,1166,MR
1199,MOLOACAN-861,OLIGOCENO,OLGN,FMN,1166,1491,MR
1200,MOLOACAN-862,FILISOLA,FLSL,FMN,0,345,MR
1201,MOLOACAN-862,CONCEPCION SUPERIOR,CNSR,FMN,345,452,MR
1202,MOLOACAN-862,CONCEPCION INFERIOR,CNIR,FMN,452,555,MR
1203,MOLOACAN-862,ENCANTO,ENCT,FMN,555,1050,MR
1204,MOLOACAN-863,FILISOLA,FLSL,FMN,0,275,MR
1205,MOLOACAN-863,CONCEPCION SUPERIOR,CNSR,FMN,275,405,MR
1206,MOLOACAN-863,CONCEPCION INFERIOR,CNIR,FMN,405,515,MR
1207,MOLOACAN-863,ENCANTO,ENCT,FMN,515,1000,MR
1208,MOLOACAN-865,FILISOLA,FLSL,FMN,0,342,MR
1209,MOLOACAN-865,CONCEPCION SUPERIOR,CNSR,FMN,342,456,MR
1210,MOLOACAN-865,CONCEPCION INFERIOR,CNIR,FMN,456,559,MR
1211,MOLOACAN-865,ENCANTO,ENCT,FMN,559,1000,MR
1212,MOLOACAN-891,CONCEPCION INFERIOR,CNIR,FMN,0,228,MR
1213,MOLOACAN-891,ENCANTO,ENCT,FMN,228,695,MR
1214,MOLOACAN-891,OLIGOCENO,OLGN,FMN,695,781,MR
1215,MOLOACAN-893,CONCEPCION SUPERIOR,CNSR,FMN,0,222,MR
1216,MOLOACAN-893,ENCANTO,ENCT,FMN,222,698,MR
1217,MOLOACAN-893,OLIGOCENO,OLGN,FMN,698,770,MR
1218,MOLOACAN-895,CONCEPCION SUPERIOR,CNSR,FMN,0,230,MR
1219,MOLOACAN-895,ENCANTO,ENCT,FMN,230,650,MR
1220,MOLOACAN-979,FILISOLA,FLSL,FMN,0,255,MR
1221,MOLOACAN-979,CONCEPCION SUPERIOR,CNSR,FMN,255,370,MR
1222,MOLOACAN-979,CONCEPCION INFERIOR,CNIR,FMN,370,430,MR
1223,MOLOACAN-979,ENCANTO,ENCT,FMN,430,999,MR
1224,MOLOACAN-979,OLIGOCENO,OLGN,FMN,999,1025,MR
1225,MOLOACAN-994,PARAJE SOLO,PJSL,FMN,0,140,MR
1226,MOLOACAN-994,FILISOLA,FLSL,FMN,140,495,MR
1227,MOLOACAN-994,CONCEPCION SUPERIOR,CNSR,FMN,495,545,MR
1228,MOLOACAN-994,CONCEPCION INFERIOR,CNIR,FMN,545,745,MR
1229,MOLOACAN-994,ENCANTO,ENCT,FMN,745,1220,MR
1230,MOLOACAN-994,OLIGOCENO,OLGN,FMN,1220,1385,MR
