NOMBRE_DEL_POZO,CIMA_(md),BASE_(md),NIVEL_DE_REFERENCIA,POROSIDAD_(%),VOLUMEN_DE_ARCILLA_(%),SATURACION_DE_AGUA_(%),FORMACION_GEOLOGICA,COMENTARIOS,
MOLOACAN-582,509,518,MR,20,SIN INFORMACION,28,ENCANTO,APORTO ACEITE LIMPIO, 
MOLOACAN-582,553,557,MR,9,SIN INFORMACION,46,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-584,543.7,544,MR,10,SIN INFORMACION,51,ENCANTO,"POZO SIN MANIFESTACION DE FLUJO, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-584,502,509,MR,15,SIN INFORMACION,32,ENCANTO,"POZO COMO PRODUCTOR DE ACEITE, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-584,540,544,MR,10,SIN INFORMACION,51,ENCANTO,"DESALOJO ACEITE ABATIENDOSE LA PRESION A CERO, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-584,478,480,MR,10,SIN INFORMACION,51,ENCANTO,"DESALOJO ACEITE ABATIENDOSE LA PRESION A CERO, ACTUALMENTE POZO TAPONADO", 
MOLOACAN-584,371,374,MR,12,SIN INFORMACION,29,ENCANTO,"POZO DESALOJANDO GAS, ACTUALMENTE POZO TAPONADO",  
MOLOACAN-586,553,555,MR,13,SIN INFORMACION,25,ENCANTO,OBTURADO,
MOLOACAN-586,583,585,MR,14,SIN INFORMACION,20,ENCANTO,OBTURADO,
MOLOACAN-586,595,598,MR,19,SIN INFORMACION,13,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-587,511,516,MR,20,SIN INFORMACION,25,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-587,545,547,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,ACEITE LIMPIO POR BOMBEO MECANICO, 
MOLOACAN-587,554,556,MR,14,SIN INFORMACION,47,ENCANTO,ACEITE LIMPIO POR BOMBEO MECANICO, 
MOLOACAN-589,497,508,MR,30,SIN INFORMACION,14,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO NEUMATICO, 
MOLOACAN-589,529,533,MR,15,SIN INFORMACION,18,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO NEUMATICO, 
MOLOACAN-589,538,543,MR,17,SIN INFORMACION,28,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO NEUMATICO, 
MOLOACAN-602,381,391,MR,26,SIN INFORMACION,25,ENCANTO,POZO TAPONADO,
MOLOACAN-602,369,371,MR,23,SIN INFORMACION,25,ENCANTO,POZO TAPONADO,
MOLOACAN-602,336,341,MR,26,SIN INFORMACION,30,ENCANTO,POZO TAPONADO,
MOLOACAN-603,322,325,MR,25,SIN INFORMACION,18,ENCANTO,OPERO POR B.M.,
MOLOACAN-603,329,333,MR,27,SIN INFORMACION,25,ENCANTO,OPERO POR B.M.,
MOLOACAN-603,375,382,MR,17,SIN INFORMACION,25,ENCANTO,OPERO POR B.M.,
MOLOACAN-603,444,447,MR,24,SIN INFORMACION,39,ENCANTO,OPERO POR B.M.,
MOLOACAN-603,525,535,MR,17,SIN INFORMACION,35,ENCANTO,OPERO POR B.M.,
MOLOACAN-604,401,405,MR,27,SIN INFORMACION,30,ENCANTO,POZO TAPONADO,
MOLOACAN-604,391,395,MR,27,SIN INFORMACION,29,ENCANTO,POZO TAPONADO,
MOLOACAN-604,348,352,MR,26,SIN INFORMACION,29,ENCANTO,POZO TAPONADO,
MOLOACAN-605,511.5,514,MR,23,SIN INFORMACION,22,ENCANTO,POZO TAPONADO,
MOLOACAN-605,478,500,MR,25,SIN INFORMACION,15,ENCANTO,POZO TAPONADO,
MOLOACAN-605,380,387,MR,27,SIN INFORMACION,22,ENCANTO,POZO TAPONADO,
MOLOACAN-606,324,330,MR,18,SIN INFORMACION,24,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-606,362,368,MR,17,SIN INFORMACION,26,ENCANTO,SIN DATOS DE PRODUCCION,
MOLOACAN-606,412,421,MR,22,SIN INFORMACION,17,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-606,430,436,MR,18,SIN INFORMACION,26,ENCANTO,NO APORTO,
MOLOACAN-607,ELIMINAR FILA,SIN INFORMACION_VERIFICAR SI SE QUITA ESTA LINEA,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,POZO TAPONADO POR IMPRODUCTIVO @ 184.6 M, 
MOLOACAN-608,509,511,MR,15,SIN INFORMACION,27,ENCANTO,POZO TAPONADO POR IMPRODUCTIVO,
MOLOACAN-608,495,497,MR,15,SIN INFORMACION,27,ENCANTO,POZO TAPONADO POR IMPRODUCTIVO,
MOLOACAN-608,450,452,MR,17,SIN INFORMACION,30,ENCANTO,POZO TAPONADO POR IMPRODUCTIVO,
MOLOACAN-608,445,447,MR,16,SIN INFORMACION,17,ENCANTO,POZO TAPONADO POR IMPRODUCTIVO,
MOLOACAN-608,433,439,MR,16,SIN INFORMACION,17,ENCANTO,POZO TAPONADO POR IMPRODUCTIVO,
MOLOACAN-608,380,382,MR,17,SIN INFORMACION,30,ENCANTO,POZO TAPONADO POR IMPRODUCTIVO,
MOLOACAN-608,349,352,MR,21,SIN INFORMACION,35,ENCANTO,POZO TAPONADO POR IMPRODUCTIVO,
MOLOACAN-608,355,356,MR,18,SIN INFORMACION,35,ENCANTO,POZO TAPONADO POR IMPRODUCTIVO,
MOLOACAN-608,369,371,MR,22,SIN INFORMACION,31,ENCANTO,POZO TAPONADO POR IMPRODUCTIVO,
MOLOACAN-608,265,267,MR,22,SIN INFORMACION,31,ENCANTO,POZO TAPONADO POR IMPRODUCTIVO,
MOLOACAN-609,404,408,MR,26,SIN INFORMACION,28,ENCANTO,ABM,
MOLOACAN-609,363,367,MR,21,SIN INFORMACION,35,ENCANTO,ABM,
MOLOACAN-609,355,359,MR,21,SIN INFORMACION,35,ENCANTO,ABM,
MOLOACAN-610,401,408,MR,26,SIN INFORMACION,27,ENCANTO,POZO TAPONADO POR EXPLOTACION PRIMARIA Y YA NO TENER INTERVALOS PENDIENTES DE EXPLOTAR, 
MOLOACAN-610,348,355,MR,26,SIN INFORMACION,38,ENCANTO,POZO TAPONADO POR EXPLOTACION PRIMARIA Y YA NO TENER INTERVALOS PENDIENTES DE EXPLOTAR, 
MOLOACAN-610,341,355,MR,26,SIN INFORMACION,38,ENCANTO,POZO TAPONADO POR EXPLOTACION PRIMARIA Y YA NO TENER INTERVALOS PENDIENTES DE EXPLOTAR, 
MOLOACAN-610,311,327,MR,26,SIN INFORMACION,38,ENCANTO,POZO TAPONADO POR EXPLOTACION PRIMARIA Y YA NO TENER INTERVALOS PENDIENTES DE EXPLOTAR, 
MOLOACAN-611,456,459,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,POZO TAPONADO POR IMRPODUCTIVO, 
MOLOACAN-613,353,365,MR,22,SIN INFORMACION,29,ENCANTO,SIN DATOS DE PRODUCCION, 
MOLOACAN-615,564,574,MR,19,SIN INFORMACION,26,ENCANTO,INTERVALOS CON ARENAMIENTO INTENSO, 
MOLOACAN-615,536,538,MR,19,SIN INFORMACION,29,ENCANTO,INTERVALOS CON ARENAMIENTO INTENSO,
MOLOACAN-615,524,528,MR,19,SIN INFORMACION,26,ENCANTO,INTERVALOS CON ARENAMIENTO INTENSO,
MOLOACAN-616,484,504,MR,22,SIN INFORMACION,29,ENCANTO,POZO TAPONADO POR EXPLOTACION PRIMARIA Y NO TENER INTERVALOS PENDIENTES DE EXPLOTAR, 
MOLOACAN-616,399,404,MR,21,SIN INFORMACION,29,ENCANTO,POZO TAPONADO POR EXPLOTACION PRIMARIA Y NO TENER INTERVALOS PENDIENTES DE EXPLOTAR, 
MOLOACAN-616,369,377,MR,25,SIN INFORMACION,37,ENCANTO,POZO TAPONADO POR EXPLOTACION PRIMARIA Y NO TENER INTERVALOS PENDIENTES DE EXPLOTAR, 
MOLOACAN-616,347,355,MR,22,SIN INFORMACION,30,ENCANTO,POZO TAPONADO POR EXPLOTACION PRIMARIA Y NO TENER INTERVALOS PENDIENTES DE EXPLOTAR, 
MOLOACAN-616,311,313,MR,20,SIN INFORMACION,28,ENCANTO,POZO TAPONADO POR EXPLOTACION PRIMARIA Y NO TENER INTERVALOS PENDIENTES DE EXPLOTAR, 
MOLOACAN-617,222,238,MR,24,SIN INFORMACION,18,ENCANTO,SIN DATOS,
MOLOACAN-617,242,247,MR,24,SIN INFORMACION,28,ENCANTO,SIN DATOS,
MOLOACAN-617,328,332,MR,20,SIN INFORMACION,25,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-617,337,340,MR,20,SIN INFORMACION,25,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-617,345,348,MR,20,SIN INFORMACION,25,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-617,366,372,MR,23,SIN INFORMACION,18,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-618,458,463,MR,25,SIN INFORMACION,29,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-618,466,468,MR,28,SIN INFORMACION,28,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-618,475,480,MR,23,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-618,483,487,MR,23,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-618,496,502,MR,25,SIN INFORMACION,24,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-618,508,512,MR,24,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-619,376,393,MR,29,SIN INFORMACION,28,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE Y GAS,
MOLOACAN-619,402,407,MR,24,SIN INFORMACION,28,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE Y GAS,
MOLOACAN-619,420,428,MR,24,SIN INFORMACION,28,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE Y GAS,
MOLOACAN-619,557,559,MR,19,SIN INFORMACION,38,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-620,261,268,MR,23,SIN INFORMACION,33,ENCANTO,"PRODUCTOR DE ACEITE, 10% DE AGUA",
MOLOACAN-620,420,449,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,"PRODUCTOR DE ACEITE, 10% DE AGUA",
MOLOACAN-621,440,447,MR,25,SIN INFORMACION,25,ENCANTO,APAREJO FLUYENTE Y CONVERTIDO A BOMBEO MECANICO, 
MOLOACAN-621,407,411,MR,24,SIN INFORMACION,34,ENCANTO,APAREJO DE BOMBEO MECANICO,
MOLOACAN-622,215,236,MR,23,SIN INFORMACION,18,ENCANTO,PRODUCTOR DE ACEITE LIMPIO CON POCO GAS,
MOLOACAN-622,359,364,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,DESALOJO ACEITE Y GAS,
MOLOACAN-622,368,370,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,DESALOJO ACEITE Y GAS,
MOLOACAN-622,393,400,MR,24,SIN INFORMACION,25,ENCANTO,DESALOJO ACEITE Y GAS,
MOLOACAN-622,405,407,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,PRODUCTOR DE ACEITE LIMPIO CON POCO GAS, 
MOLOACAN-623,411,415,MR,24,SIN INFORMACION,30,ENCANTO,SIN DATOS, 
MOLOACAN-623,471,478,MR,24,SIN INFORMACION,31,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-623,532,535,MR,24,SIN INFORMACION,35,ENCANTO,DESALOJO ACEITE POR BOMBEO MECANICO, 
MOLOACAN-624,482,491,MR,25,SIN INFORMACION,25,ENCANTO,OP. CON B.M., 
MOLOACAN-625,484,500,MR,23,SIN INFORMACION,25,ENCANTO,SIN DATOS,
MOLOACAN-625,621,644,MR,18,SIN INFORMACION,34,ENCANTO,SIN DATOS,
MOLOACAN-626,325,335,MR,20,SIN INFORMACION,30,ENCANTO,FLUYO ACEITE LIMPIO,
MOLOACAN-626,337,338,MR,18,SIN INFORMACION,30,ENCANTO,FLUYO ACEITE LIMPIO,
MOLOACAN-626,477,480,MR,26,SIN INFORMACION,35,ENCANTO,DESALOJO ACEITE Y GAS,
MOLOACAN-626,492,498,MR,20,SIN INFORMACION,34,ENCANTO,OPERO CON BOMBEO MECANICO,
MOLOACAN-626,508,512,MR,21,SIN INFORMACION,30,ENCANTO,OPERO CON BOMBEO MECANICO,
MOLOACAN-627,217,224,MR,24,SIN INFORMACION,22,ENCANTO,NO APORTO,
MOLOACAN-627,449,453,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,BAJA RECUPERACION,
MOLOACAN-627,492,497,MR,22,SIN INFORMACION,30,ENCANTO,BAJA RECUPERACION,
MOLOACAN-627,515,532,MR,22,SIN INFORMACION,20,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-627,524,526,MR,22,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-627,608,611,MR,22,SIN INFORMACION,26,ENCANTO,OPERO CON BOMBEO MECANICO,
MOLOACAN-627,620,626,MR,23,SIN INFORMACION,20,ENCANTO,OPERO CON BOMBEO MECANICO,
MOLOACAN-628,438,450,MR,20,SIN INFORMACION,31,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-628,523,525,MR,17,SIN INFORMACION,25,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-628,542,545,MR,16,SIN INFORMACION,32,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-628,558,561,MR,12,SIN INFORMACION,38,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-628,580,600,MR,22,SIN INFORMACION,18,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-628,650,654,MR,22,SIN INFORMACION,27,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-629,323,325,MR,22,SIN INFORMACION,20,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-629,355,357,MR,24,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-629,357,359,MR,24,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-629,386,389,MR,23,SIN INFORMACION,33,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-629,393,395,MR,25,SIN INFORMACION,25,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-629,440,444,MR,22,SIN INFORMACION,38,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-629,550,558,MR,21,SIN INFORMACION,21,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-629,590,597,MR,24,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-629,610,613,MR,23,SIN INFORMACION,25,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-630,406,412,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-630,416,417,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-630,422,431,MR,25,SIN INFORMACION,23,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-630,468,471,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-630,495,499,MR,23,SIN INFORMACION,32,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-630,507,514,MR,23,SIN INFORMACION,25,ENCANTO,OPERO CON BOMBEO MECANICO,
MOLOACAN-630,588,596,MR,23,SIN INFORMACION,20,ENCANTO,OP. FLUYENTE CON UNA ACUMULADA 1851.8 M3, 
MOLOACAN-630,618,621,MR,24,SIN INFORMACION,24,ENCANTO,OP. FLUYENTE CON UNA ACUMULADA 1851.8 M4, 
MOLOACAN-630,627,629,MR,23,SIN INFORMACION,32,ENCANTO,OPERO CON BOMBEO MECANICO, 
MOLOACAN-631,341,349,MR,22,SIN INFORMACION,27,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-631,353,360,MR,23,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE, 
MOLOACAN-631,501,510,MR,28,SIN INFORMACION,29,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-632,358,363,MR,22,SIN INFORMACION,35,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE / RECUPERO ACEITE VISCOSO, 
MOLOACAN-632,366,368,MR,22,SIN INFORMACION,35,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE / CERRADO X IAS, 
MOLOACAN-632,484,487,MR,19,SIN INFORMACION,32,ENCANTO,RECUPERO ACEITE VISCOSO, 
MOLOACAN-632,490,492,MR,20,SIN INFORMACION,34,ENCANTO,RECUPERO ACEITE VISCOSO,
MOLOACAN-632,505,507,MR,22,SIN INFORMACION,34,ENCANTO,RECUPERO ACEITE VISCOSO,
MOLOACAN-633,279.5,280,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,SIN DATOS,
MOLOACAN-633,280,302,MR,22,SIN INFORMACION,20,ENCANTO,APORTO ACEITE,
MOLOACAN-633,306,313.7,MR,18,SIN INFORMACION,28,ENCANTO,SIN DATOS,
MOLOACAN-633,525,530,MR,25,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION,
MOLOACAN-634,362,364,MR,25,SIN INFORMACION,25,ENCANTO,DESALOJO ACEITE Y GAS,
MOLOACAN-634,369,374,MR,24,SIN INFORMACION,29,ENCANTO,DESALOJO ACEITE Y GAS,
MOLOACAN-634,427,432,MR,27,SIN INFORMACION,34,ENCANTO,PRODUCCION DE ACEITE Y GAS,
MOLOACAN-634,454,460,MR,26,SIN INFORMACION,34,ENCANTO,PRODUCCION DE ACEITE Y GAS,
MOLOACAN-634,494,508,MR,25,SIN INFORMACION,25,ENCANTO,SONDEO ACEITE Y GAS,
MOLOACAN-635,421,423,MR,22,SIN INFORMACION,30,ENCANTO,SONDEO AGUA Y POCO ACEITE,
MOLOACAN-635,457,460,MR,21,SIN INFORMACION,25,ENCANTO,SONDEO AGUA Y POCO ACEITE,
MOLOACAN-635,554,557,MR,22,SIN INFORMACION,34,ENCANTO,AGUA 100%,
MOLOACAN-636,486,497,MR,26,SIN INFORMACION,25,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-636,502,509,MR,24,SIN INFORMACION,25,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-637,418,448,MR,25,SIN INFORMACION,35,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-637,725,740,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,FLUYO GAS,
MOLOACAN-638,435,442,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,SIN DATOS,
MOLOACAN-638,499,503,MR,20,SIN INFORMACION,32,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-639,252,255,MR,19,SIN INFORMACION,30,ENCANTO,PRODUCTOR DE ACEITE POR BOMBEO MECANICO, 
MOLOACAN-639,285,294,MR,23,SIN INFORMACION,27,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-639,304,306,MR,22,SIN INFORMACION,30,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-639,357,367,MR,21,SIN INFORMACION,35,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-639,389,393,MR,23,SIN INFORMACION,35,ENCANTO,APORTO AGUA SALADA, 
MOLOACAN-640,332,335,MR,23,SIN INFORMACION,28,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-640,340,342,MR,25,SIN INFORMACION,20,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-640,349,352,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-640,365,367,MR,24,SIN INFORMACION,30,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-640,377,380,MR,28,SIN INFORMACION,30,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-641,463,469,MR,23,SIN INFORMACION,30,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-641,560,564,MR,23,SIN INFORMACION,30,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-641,630,632,MR,20,SIN INFORMACION,35,ENCANTO,SIN FLUIR,
MOLOACAN-641,636,640,MR,23,SIN INFORMACION,29,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-641,647,653,MR,20,SIN INFORMACION,27,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-641,659,662,MR,21,SIN INFORMACION,34,ENCANTO,SIN FLUIR,
MOLOACAN-641,750,755,MR,25,SIN INFORMACION,35,ENCANTO,INTERVALO PRODUCTOR DE ACEITE,
MOLOACAN-642,492,495,MR,25,SIN INFORMACION,28,ENCANTO,INTERVALO PRODUCTOR POR BOMBEO MECANICO, 
MOLOACAN-642,502,504,MR,28,SIN INFORMACION,30,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-642,516,521,MR,24,SIN INFORMACION,28,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-643,405,407,MR,32,SIN INFORMACION,31,ENCANTO,ACEITE VISCOSOS / PRODUCCION ACUMULADA= 5169 M3, 
MOLOACAN-643,480,490,MR,28,SIN INFORMACION,25,ENCANTO,PRODUCCION ACUMULADA= 5169 M4, 
MOLOACAN-643,495,502,MR,31,SIN INFORMACION,27,ENCANTO,PRODUCCION ACUMULADA= 5169 M5, 
MOLOACAN-643,507,512,MR,29,SIN INFORMACION,35,ENCANTO,PRODUCCION ACUMULADA= 5169 M6,
MOLOACAN-644,519,527,MR,31,SIN INFORMACION,35,ENCANTO,DESALOJO ACEITE,
MOLOACAN-644,530,540,MR,28,SIN INFORMACION,28,ENCANTO,INTERVALO PRODUCTOR POR BOMBEO MECANICO, 
MOLOACAN-644,543,549,MR,29,SIN INFORMACION,38,ENCANTO,DESALOJO ACEITE, 
MOLOACAN-645,375,381,MR,22,SIN INFORMACION,30,ENCANTO,INTERVALO FLUYENTE POR B.M., 
MOLOACAN-645,442,453,MR,26,SIN INFORMACION,26,ENCANTO,DESALOJO DIESEL Y ACEITE, 
MOLOACAN-645,516,527,MR,22,SIN INFORMACION,19,ENCANTO,INDUCIDO EL POZO Y ABATIENDOSE, 
MOLOACAN-645,545,554,MR,24,SIN INFORMACION,25,ENCANTO,INDUCIDO EL POZO Y ABATIENDOSE, 
MOLOACAN-645,583,591,MR,21,SIN INFORMACION,25,ENCANTO,INTERVALO PRODUCTOR POR BOMBEO MECANICO, 
MOLOACAN-645,593,595,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,OBTURADO, 
MOLOACAN-646,370,375,MR,27,SIN INFORMACION,20,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-646,401,404,MR,20,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-646,452,456,MR,24,SIN INFORMACION,26,ENCANTO,PRODUCTOR DE ACEITE LIMPIO CON BOMBEO MECANICO, 
MOLOACAN-646,459,462,MR,25,SIN INFORMACION,28,ENCANTO,PRODUCTOR DE ACEITE LIMPIO CON BOMBEO MECANICO, 
MOLOACAN-646,561,566,MR,21,SIN INFORMACION,25,ENCANTO,DESALOJANDO ACEITE, 
MOLOACAN-646,579,584,MR,21,SIN INFORMACION,25,ENCANTO,DESALOJANDO ACEITE,
MOLOACAN-646,599,602,MR,19,SIN INFORMACION,28,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-646,614,619,MR,23,SIN INFORMACION,30,ENCANTO,PRODUCTOR DE ACEITE,
MOLOACAN-647,395,402,MR,17,SIN INFORMACION,34,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-647,537,542,MR,19,SIN INFORMACION,45,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-648,653,668,MR,22,SIN INFORMACION,19,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-648D,396,458,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,POZO FLUYENTE,
MOLOACAN-649,372,388,MR,24,SIN INFORMACION,34,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-649,525,540,MR,26,SIN INFORMACION,31,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-651,416,419,MR,15,SIN INFORMACION,40,ENCANTO,POCO ACEITE,
MOLOACAN-651,426,431,MR,20,SIN INFORMACION,30,ENCANTO,INTERVALO CON PRODUCCION DE ACEITE,
MOLOACAN-651,487,490,MR,22,SIN INFORMACION,37,ENCANTO,AGUA SALADA 101000 PPM,
MOLOACAN-651,497,498,MR,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,ENCANTO,AGUA SALADA 101000 PPM,
MOLOACAN-651,522,524,MR,25,SIN INFORMACION,38,ENCANTO,AGUA SALADA 101000 PPM,
MOLOACAN-652,373,378,MR,16,SIN INFORMACION,45,ENCANTO,DESALOJO ACEITE A LA BATERIA,
MOLOACAN-652,383,390,MR,21,SIN INFORMACION,37,ENCANTO,DESALOJO ACEITE A LA BATERIA,
MOLOACAN-652,444,446,MR,21,SIN INFORMACION,48,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-652,456,458,MR,21,SIN INFORMACION,48,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-652,466,470,MR,23,SIN INFORMACION,35,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-652,516,519,MR,23,SIN INFORMACION,35,ENCANTO,INTERVALO PRODUCTOR DE ACEITE, 
MOLOACAN-654,530,547,MR,14,SIN INFORMACION,30,ENCANTO,OPERO POR B.M. CON BAJA RECUPERACION,
MOLOACAN-654,552,556,MR,16,SIN INFORMACION,32,ENCANTO,OPERO POR B.M. CON BAJA RECUPERACION,
MOLOACAN-655,498,505,MR,19,SIN INFORMACION,49,ENCANTO,OPERO CON B.M. DESALOJANDO ACEITE,
MOLOACAN-655,576,580,MR,26,SIN INFORMACION,41,ENCANTO,AISLO CON TAPON DE CEMENTO,
MOLOACAN-655,592,596,MR,29,SIN INFORMACION,38,ENCANTO,PRODUCTOR DE ACEITE CON BOMBEO MECANICO, 
MOLOACAN-655,648,652,MR,19,SIN INFORMACION,49,ENCANTO,IMPRODUCTIVO, 
